round_index,mean_revenue,mean_payout,mean_burn,mean_treasury_cost,mean_carry,mean_margin_ex_burn,scenario
45,23521.291448643806,22659.503903366403,6304.258289728762,9176.06457243219,77914.50052904074,14345.226876211615,cashback_5pct
46,23532.171655192364,22083.304477712492,4706.434331038473,1176.6085827596182,74656.93337548213,22355.563072432746,cashback_5pct
47,23535.647231431973,22747.71586322184,6307.129446286394,9176.782361571599,77137.73529740587,14358.864869860372,cashback_5pct
48,23530.005022691665,21885.84699597506,4706.001004538333,1176.5002511345833,74075.89231958413,22353.50477155708,cashback_5pct
49,23527.211469248195,22540.036710981058,6305.44229384964,9176.36057346241,76757.62478400163,14350.850895785787,cashback_5pct
50,23540.9565518994,23392.72002915205,6308.19131037988,9177.04782759497,78597.6699963691,14363.908724304429,cashback_5pct
51,23534.95945205426,22349.11519554816,4706.991890410852,1176.747972602713,75076.52236246435,22358.211479451544,cashback_5pct
52,23528.279484724997,23254.58499467076,6305.655896945001,9176.41397423625,77044.56095557359,14351.865510488751,cashback_5pct
53,23536.998191181083,22125.83956058145,4707.3996382362175,1176.8499095590544,73748.31994793701,22360.14828162203,cashback_5pct
54,23526.138081167002,22629.99318279113,6305.227616233401,9176.30690405835,76339.23723007947,14349.831177108654,cashback_5pct
55,23520.500459906558,21605.776699954182,4704.100091981312,1176.025022995328,73549.86089805054,22344.47543691123,cashback_5pct
56,23539.560137589266,22958.1417806717,6307.912027517853,9176.978006879464,75823.36722745025,14362.582130709803,cashback_5pct
57,23507.95388376452,23274.22199890572,6301.590776752904,9175.397694188227,77755.50833555615,14332.556189576293,cashback_5pct
58,23530.870454211425,21927.263205212224,4706.174090842285,1176.5435227105713,74652.94149371306,22354.32693150085,cashback_5pct
59,23529.540258103792,22785.5530080947,6305.908051620759,9176.47701290519,77091.02069210139,14353.063245198602,cashback_5pct
60,23528.498707108207,21898.707486966156,4705.699741421642,1176.4249353554105,74015.1121708218,22352.073771752795,cashback_5pct
61,23518.590698317665,22877.15821314692,6303.718139663533,9175.929534915884,76352.82651632902,14342.661163401783,cashback_5pct
62,23520.51076523715,21951.529226192553,4704.102153047431,1176.0255382618577,73217.7059023262,22344.485226975296,cashback_5pct
63,23531.949130902914,22571.160902978212,6306.389826180583,9176.597456545147,75872.10430407031,14355.35167435777,cashback_5pct
64,23515.31742839468,22634.128523699805,6303.063485678937,9175.765871419733,78450.22972308625,14339.551556974946,cashback_5pct
65,23523.10760570395,22107.374346454177,4704.621521140791,1176.1553802851977,75161.34146119523,22346.952225418754,cashback_5pct
66,23518.216648957394,23238.0515243036,6303.64332979148,9175.91083244787,77137.86325605755,14342.305816509526,cashback_5pct
67,23522.27816117693,21887.42045310245,4704.4556322353865,1176.1139080588466,74068.26533189665,22346.164253118088,cashback_5pct
68,23541.20810616028,22625.451383821593,6308.241621232056,9177.060405308013,76675.78043300328,14364.147700852263,cashback_5pct
69,23549.602624013878,21623.922706238733,4709.920524802776,1177.480131200694,73891.53982597565,22372.122492813185,cashback_5pct
70,23524.85707390819,22297.597836984423,6304.9714147816385,9176.242853695408,76813.82764811777,14348.614220212781,cashback_5pct
71,23535.607651619837,23216.305871029293,6307.121530323968,9176.780382580991,78826.00789838434,14358.827269038848,cashback_5pct
72,23533.22520643461,22126.92829585038,4706.645041286922,1176.6612603217304,75525.65976768166,22356.563946112878,cashback_5pct
73,23517.303442966815,22876.620017621826,6303.460688593364,9175.865172148342,77862.88250443329,14341.438270818473,cashback_5pct
74,23522.52210427677,22228.709566370395,4704.5044208553545,1176.1261052138386,74452.1906214843,22346.395999062934,cashback_5pct
75,23529.48017362813,22527.857145009075,6305.896034725626,9176.474008681407,77147.91761537774,14353.006164946724,cashback_5pct
76,23510.33898061669,22149.87576949407,4702.067796123338,1175.5169490308344,73806.31303037702,22334.822031585853,cashback_5pct
77,23533.79816378142,22708.14362530299,6306.759632756284,9176.689908189072,76325.20793609918,14357.108255592348,cashback_5pct
78,23509.55469785496,23104.866132806434,6301.910939570992,9175.47773489275,78427.9855615767,14334.076962962214,cashback_5pct
79,23511.091237988454,22341.75739500365,4702.218247597691,1175.5545618994229,74895.1011569638,22335.536676089032,cashback_5pct
80,23527.058588168304,22493.69753678654,6305.411717633662,9176.352929408416,77623.05049071192,14350.70565875989,cashback_5pct
81,23537.96690147133,22011.883415924945,4707.593380294266,1176.8983450735666,74441.54059596405,22361.06855639776,cashback_5pct
82,23534.663008672873,22992.249068760335,6306.932601734575,9176.733150433645,76677.02193414199,14357.929858239231,cashback_5pct
83,23529.902220152864,21411.515754980122,4705.9804440305725,1176.4951110076431,74089.42795528416,22353.40710914522,cashback_5pct
84,23521.67706047033,22756.43866723172,6304.335412094067,9176.083853023516,76550.33093642871,14345.593207446816,cashback_5pct
85,23545.27706263529,23311.909163842945,6309.055412527058,9177.263853131766,78474.643422694,14368.013209503526,cashback_5pct
86,23555.953453159687,22256.5261768393,4711.190690631937,1177.7976726579843,75062.88000838245,22378.1557805017,cashback_5pct
87,23535.39363996642,22807.386117099955,6307.078727993285,9176.769681998321,77483.80880325563,14358.6239579681,cashback_5pct
88,23520.535103300695,21634.259399720067,4704.107020660139,1176.0267551650347,74665.97748617613,22344.508348135656,cashback_5pct
89,23530.41103174369,22657.383156217376,6306.0822063487385,9176.520551587186,77232.92315535368,14353.890480156506,cashback_5pct
90,23531.65179648524,22295.937750374578,4706.330359297049,1176.5825898242622,73762.30684216731,22355.069206660977,cashback_5pct
91,23527.974360227465,22655.13417738324,6305.5948720454935,9176.398718011375,76329.55215296603,14351.575642216094,cashback_5pct
92,23512.727402066732,23410.313618261483,6302.545480413347,9175.636370103337,78129.42045635793,14337.091031963395,cashback_5pct
93,23528.967279177363,21922.92418631786,4705.793455835473,1176.4483639588684,75029.67009338197,22352.518915218498,cashback_5pct
94,23529.33749307273,22675.2366766151,6305.867498614547,9176.466874653637,77577.90341122505,14352.870618419094,cashback_5pct
95,23537.205570243666,22498.86463722084,4707.441114048734,1176.8602785121834,73908.80323019915,22360.345291731483,cashback_5pct
96,23508.204124139862,22968.533439206443,6301.640824827972,9175.410206206992,76146.83309030459,14332.793917932866,cashback_5pct
97,23519.217901704877,21722.96103696256,4703.843580340976,1175.960895085244,73239.24637470592,22343.257006619635,cashback_5pct
98,23533.104052316645,22588.086504806106,6306.620810463329,9176.655202615833,75877.64311175313,14356.44884970081,cashback_5pct
99,23518.067751744133,23057.289754213456,6303.613550348827,9175.903387587206,78034.80755893499,14342.164364156926,cashback_5pct
100,23524.00909166183,22288.25649398036,4704.801818332367,1176.2004545830916,74565.7583382841,22347.80863707874,cashback_5pct
101,23525.53101858793,22735.681212892167,6305.106203717588,9176.276550929397,77050.50194026227,14349.254467658537,cashback_5pct
102,23530.80800565047,21798.89003027056,4706.161601130095,1176.5404002825237,74076.25831451209,22354.267605367942,cashback_5pct
103,23517.307040481224,22587.138390723412,6303.461408096246,9175.865352024062,76702.96555617366,14341.441688457166,cashback_5pct
104,23541.762411393283,22265.145347543472,4708.352482278658,1177.0881205696644,73271.23013774482,22364.67429082362,cashback_5pct
1,23247.096680862513,5631.439416772496,6249.419336172503,9479.311717115883,19366.23792791751,13767.78496374663,loss_rebate_whales_20pct
2,23265.818638207063,8625.499491417195,4653.163727641413,1481.4102606091412,29353.393347065965,21784.40837759792,loss_rebate_whales_20pct
3,23252.043722340804,12180.439811930208,6250.408744468161,9481.465970890837,42174.5885130084,13770.577751449966,loss_rebate_whales_20pct
4,23265.14441590962,13703.682921061421,4653.028883181925,1481.9894752339687,47083.02112467468,21783.154940675653,loss_rebate_whales_20pct
5,23271.481194861237,16593.023193180743,6254.296238972248,9484.159065813054,55507.18288738292,13787.322129048183,loss_rebate_whales_20pct
6,23265.337653961386,16790.477421997428,4653.0675307922775,1482.6069637293438,57328.975588554604,21782.73069023204,loss_rebate_whales_20pct
7,23249.78341366153,18606.695045597186,6249.956682732306,9480.058045685464,63722.10727388664,13769.725367976065,loss_rebate_whales_20pct
8,23258.738423113522,20070.618981821437,6251.747684622704,9483.664275654657,68658.47903055602,13775.074147458865,loss_rebate_whales_20pct
9,23266.974527299375,20066.1318539793,4653.394905459875,1484.6853134124672,67205.92679841623,21782.28921388691,loss_rebate_whales_20pct
10,23240.28852056909,20696.178236715496,6248.0577041138185,9479.129342096623,71501.979378156,13761.159178472468,loss_rebate_whales_20pct
11,23263.66230738668,20186.231621589355,4652.732461477335,1483.133186526739,69926.67760247599,21780.52912085994,loss_rebate_whales_20pct
12,23242.325082251064,21287.979415404847,6248.465016450214,9479.697460765228,73632.558252872,13762.627621485837,loss_rebate_whales_20pct
13,23261.456860242117,20683.63233313449,4652.291372048424,1482.8790275550725,71558.09140793119,21778.577832687042,loss_rebate_whales_20pct
14,23268.825201089796,21540.080767300395,6253.76504021796,9482.914164353262,75033.07080150263,13785.911036736534,loss_rebate_whales_20pct
15,23260.531244372854,22696.51998991712,6252.106248874571,9480.201437510541,77344.9758070838,13780.329806862313,loss_rebate_whales_20pct
16,23251.421659529355,21777.496388349788,4650.284331905871,1480.4057549311099,74168.6167463575,21771.015904598244,loss_rebate_whales_20pct
17,23248.792962875865,22461.181228634807,6249.758592575173,9480.151579883883,76706.46988802338,13768.641382991982,loss_rebate_whales_20pct
18,23263.874510039175,21485.67426444619,4652.774902007836,1482.9188167149389,73831.89523160852,21780.95569332424,loss_rebate_whales_20pct
19,23257.92839646322,22347.860399528916,6251.585679292644,9481.229154595945,76490.37754925019,13776.699241867276,loss_rebate_whales_20pct
20,23258.37501679764,21428.174066012005,4651.675003359528,1482.1741691012267,73668.9034966763,21776.20084769641,loss_rebate_whales_20pct
21,23248.502179844756,21841.393602062006,6249.700435968952,9481.990654983607,76826.3116384901,13766.511524861151,loss_rebate_whales_20pct
22,23252.497044751206,23160.622923338,6250.499408950242,9481.04361247952,78667.68635095305,13771.453432271686,loss_rebate_whales_20pct
23,23258.08718609384,21702.625970933317,4651.617437218768,1480.7984965602434,75571.53012889481,21777.288689533594,loss_rebate_whales_20pct
24,23260.62023417937,22893.060332636596,6252.124046835875,9483.010512050614,77686.96598360171,13777.609722128756,loss_rebate_whales_20pct
25,23254.793253372074,22016.36055659709,4650.9586506744145,1481.1197236974372,74274.44002970228,21773.673529674634,loss_rebate_whales_20pct
26,23233.80181448071,22920.335265671678,6246.760362896142,9479.148600391509,76341.14621561517,13754.653214089203,loss_rebate_whales_20pct
27,23270.55665758642,21552.809277441465,4654.111331517285,1483.9718994359312,73404.78226424284,21786.584758150493,loss_rebate_whales_20pct
28,23265.936886501506,22542.009907642463,6253.187377300302,9483.774245650444,75875.52186580157,13782.162640851062,loss_rebate_whales_20pct
29,23242.15690171882,22592.06931132134,6248.431380343764,9478.020408083326,78277.1780758553,13764.136493635493,loss_rebate_whales_20pct
30,23258.304886526224,22073.176647879965,4651.660977305245,1482.18459076965,74810.6453371963,21776.120295756577,loss_rebate_whales_20pct
31,23262.642375217187,22680.605237167027,6252.528475043438,9482.34675400746,77140.15400020302,13780.295621209729,loss_rebate_whales_20pct
32,23247.107875485035,21402.559791945423,4649.421575097008,1481.3647801354898,74335.28050864564,21765.743095349546,loss_rebate_whales_20pct
33,23275.167727883443,22670.455842327505,6255.033545576689,9484.160073751815,76684.95884862488,13791.007654131627,loss_rebate_whales_20pct
34,23251.774705643886,21566.843049899373,4650.354941128778,1480.219296298052,73719.53556324061,21771.55540934583,loss_rebate_whales_20pct
35,23243.811668320566,22579.760892386144,6248.762333664114,9480.04195561271,76134.82400551092,13763.769712707855,loss_rebate_whales_20pct
36,23255.885988771122,23041.98086336514,6251.177197754225,9482.035229050669,78097.55193316267,13773.85075972045,loss_rebate_whales_20pct
37,23265.136967510523,21475.91032468763,4653.027393502106,1481.8853186019007,75233.75118248347,21783.251648908627,loss_rebate_whales_20pct
38,23278.701163782705,22685.12916401737,6255.740232756541,9483.951280195923,77571.58294949227,13794.749883586781,loss_rebate_whales_20pct
39,23245.31425197709,21856.898689566882,4649.0628503954185,1479.7403602201293,74310.93566150706,21765.57389175696,loss_rebate_whales_20pct
40,23254.48795160385,22616.512142583928,6250.897590320769,9479.737414599822,76698.01388020621,13774.750537004025,loss_rebate_whales_20pct
41,23277.77127855819,21765.928050918275,4655.554255711639,1483.2634975689487,73554.30285213448,21794.507780989246,loss_rebate_whales_20pct
42,23243.53760543387,22800.72066571886,6248.707521086774,9477.636548602472,75748.41227076272,13765.901056831399,loss_rebate_whales_20pct
43,23264.539871916677,22902.408382610614,6252.907974383336,9481.022997155957,77857.63578568544,13783.51687476072,loss_rebate_whales_20pct
44,23247.16984407431,22086.912997156523,4649.433968814862,1481.0305398654214,74368.45866378836,21766.139304208886,loss_rebate_whales_20pct
45,23271.505694577427,22236.32848653745,6254.301138915485,9486.211088548613,77149.33473291286,13785.294606028814,loss_rebate_whales_20pct
46,23264.636936959705,21881.91502688937,4652.927387391942,1481.0235729935057,73879.12925559124,21783.613363966204,loss_rebate_whales_20pct
47,23271.11088265576,22347.285584449113,6254.222176531152,9482.558284700539,76548.73237726674,13788.552597955224,loss_rebate_whales_20pct
48,23257.057189444557,21588.80211833407,4651.411437888911,1479.7569353038841,73565.57601048832,21777.30025414067,loss_rebate_whales_20pct
49,23260.02044722503,22444.307354249282,6252.004089445006,9481.732009134439,76129.28501401906,13778.28843809059,loss_rebate_whales_20pct
50,23272.608791107206,23303.363016634234,6254.521758221442,9484.865666186215,77844.0090302706,13787.743124920995,loss_rebate_whales_20pct
51,23260.16048017176,22188.846390808685,4652.0320960343515,1482.1402264785136,74263.29102359932,21778.020253693245,loss_rebate_whales_20pct
52,23248.334755235577,22551.2379457532,6249.666951047116,9478.845792475591,76710.72088203457,13769.488962759988,loss_rebate_whales_20pct
53,23255.609975755873,21527.058835339427,4651.121995151175,1480.7141322210223,73788.15002729984,21774.895843534854,loss_rebate_whales_20pct
54,23264.539573818245,22662.407364753813,6252.90791476365,9483.710130142208,76137.37432160063,13780.829443676037,loss_rebate_whales_20pct
55,23268.243026530636,21387.811249205934,4653.648605306127,1482.2228809268067,73364.1574936192,21786.020145603827,loss_rebate_whales_20pct
56,23249.081603341805,21997.221414605287,6249.816320668362,9482.67679106202,76366.20136168736,13766.404812279787,loss_rebate_whales_20pct
57,23270.27290571426,22887.219126161344,6254.054581142853,9483.37653243624,78495.20056009742,13786.896373278021,loss_rebate_whales_20pct
58,23249.667165538267,21826.86382470957,4649.933433107653,1479.7351975670806,75268.07046781847,21769.931967971188,loss_rebate_whales_20pct
59,23265.254669075763,22714.43051767516,6253.050933815152,9482.385871532852,77565.84368540392,13782.86879754291,loss_rebate_whales_20pct
60,23252.45519904489,21539.760906280146,4650.491039808979,1481.0168322622592,74628.04693835968,21771.438366782633,loss_rebate_whales_20pct
61,23250.986862841084,22506.052404437018,6250.197372568217,9481.20088039703,77122.78402419554,13769.785982444057,loss_rebate_whales_20pct
62,23279.90302530166,21738.1590595726,4655.980605060333,1484.8107241590958,74008.54738486426,21795.092301142566,loss_rebate_whales_20pct
63,23254.043032999027,22270.253642496147,6250.808606599806,9482.900357452898,76741.52816876733,13771.142675546133,loss_rebate_whales_20pct
64,23259.788512207328,22828.354031408515,6251.957702441466,9481.68965231011,78921.00494712469,13778.09885989722,loss_rebate_whales_20pct
65,23281.96286169469,22003.581667709524,4656.392572338938,1485.2815824847962,75542.99356877092,21796.681279209894,loss_rebate_whales_20pct
66,23278.52459016272,23038.82382300146,6255.704918032545,9484.668364829711,77526.98941789962,13793.856225333007,loss_rebate_whales_20pct
67,23254.219304472543,21764.44342461754,4650.84386089451,1480.283183243762,74365.92143686011,21773.936121228784,loss_rebate_whales_20pct
68,23231.517178055823,22800.553956204312,6246.303435611165,9477.606897372527,76550.58122310047,13753.910280683298,loss_rebate_whales_20pct
69,23257.13052204871,21516.22216941691,4651.426104409742,1480.9232611790544,73640.06347132252,21776.207260869654,loss_rebate_whales_20pct
70,23245.50269847321,22394.211724240573,6249.100539694643,9478.415082049105,76242.25390586052,13767.087616424104,loss_rebate_whales_20pct
71,23257.36833764974,22898.367135577224,6251.473667529949,9480.970542103267,78349.7814404031,13776.397795546476,loss_rebate_whales_20pct
72,23252.409300981373,22255.475790593784,4650.481860196274,1481.072810243739,74696.2330905944,21771.33649073763,loss_rebate_whales_20pct
73,23250.82616841375,23181.739169599063,6250.165233682751,9478.77941443985,76515.15485572633,13772.046753973902,loss_rebate_whales_20pct
74,23259.496044109255,21846.00740220776,4651.899208821852,1482.5651810052789,73276.74428880597,21776.93086310398,loss_rebate_whales_20pct
75,23258.129181526958,22487.36791643055,6251.625836305392,9482.419155820315,75795.879717597,13775.710025706645,loss_rebate_whales_20pct
76,23268.532606173296,21243.889456678655,4653.70652123466,1483.527273137093,73166.81634585698,21785.005333036203,loss_rebate_whales_20pct
77,23263.453743129165,22392.198537381348,6252.690748625832,9482.463858226147,75785.38080297897,13780.989884903016,loss_rebate_whales_20pct
78,23250.01686172796,22985.04049277223,6250.003372345593,9479.049057948876,77800.3537995891,13770.967803779084,loss_rebate_whales_20pct
79,23252.504640312156,21671.933430263787,4650.500928062432,1480.71570421722,74730.42408157504,21771.788936094938,loss_rebate_whales_20pct
80,23263.652307749744,22867.02575026603,6252.730461549949,9482.198367864838,76874.3201775088,13781.453939884907,loss_rebate_whales_20pct
81,23272.61170454601,21975.509726545373,4654.522340909201,1483.8374382818795,73516.89981460023,21788.77426626413,loss_rebate_whales_20pct
82,23236.654624643365,22473.373670937923,6247.330924928672,9478.827431276844,76032.849843377,13757.82719336652,loss_rebate_whales_20pct
83,23254.629623041405,21475.918955984696,4650.925924608281,1480.8195895619413,73160.63458582544,21773.81003347946,loss_rebate_whales_20pct
84,23258.53377368233,22190.188855495577,6251.706754736466,9481.683161866888,75977.27274927571,13776.850611815444,loss_rebate_whales_20pct
85,23278.27439729104,22657.449805220433,6255.654879458208,9484.1869706996,78342.4424618881,13794.087426591439,loss_rebate_whales_20pct
86,23267.547961583186,21876.720882885696,4653.509592316638,1483.863209385947,75079.75994826897,21783.68475219724,loss_rebate_whales_20pct
87,23271.10507469402,22544.620409979663,6254.221014938805,9484.455483222058,77552.02359804451,13786.649591471964,loss_rebate_whales_20pct
88,23266.831690990744,21916.50420771068,4653.36633819815,1482.558303326869,74248.98474312644,21784.273387663878,loss_rebate_whales_20pct
89,23250.908904749376,22823.33920913038,6250.181780949876,9480.6575913822,76426.37265779555,13770.251313367175,loss_rebate_whales_20pct
90,23260.559086319743,21927.820206087883,4652.111817263949,1483.3217282422795,73106.99972076346,21777.237358077462,loss_rebate_whales_20pct
91,23270.977402338318,22489.2522795743,6254.195480467664,9483.01124336487,75634.52936305982,13787.966158973448,loss_rebate_whales_20pct
92,23256.418906896313,23347.771623908422,6251.283781379263,9482.283989031834,77291.89286466845,13774.13491786448,loss_rebate_whales_20pct
93,23262.2204093724,21575.731559781718,4652.444081874481,1481.4033825957415,74325.93763238464,21780.81702677666,loss_rebate_whales_20pct
94,23248.607885171037,22651.66534854308,6249.721577034208,9481.194352294253,76673.15859197838,13767.413532876782,loss_rebate_whales_20pct
95,23265.181538072247,21697.61099613422,4653.0363076144495,1482.0034832308818,73587.69282630197,21783.178054841363,loss_rebate_whales_20pct
96,23257.557722729933,22491.287676561784,6251.511544545987,9481.188938733188,76102.45132792414,13776.368783996744,loss_rebate_whales_20pct
97,23247.346303792896,21812.481973414004,4649.469260758579,1479.1221763761712,72887.84639754445,21768.224127416725,loss_rebate_whales_20pct
98,23240.113425362135,22214.668643054403,6248.0226850724275,9478.59514595428,75665.26849477975,13761.518279407856,loss_rebate_whales_20pct
99,23255.585109808635,22666.473854072836,6251.117021961728,9480.212552020166,78003.26272855382,13775.37255778847,loss_rebate_whales_20pct
100,23251.17784885699,21868.06282029808,4650.235569771397,1480.8696769921328,74736.14218734133,21770.308171864857,loss_rebate_whales_20pct
101,23249.32843338943,22760.059370098155,6249.8656866778865,9480.599555851726,76975.54556395471,13768.728877537704,loss_rebate_whales_20pct
102,23253.302352732026,21990.469884959388,4650.660470546405,1480.2854787557703,73587.71756118095,21773.016873976252,loss_rebate_whales_20pct
103,23260.93601694864,22495.286047878075,6252.187203389729,9481.345781746417,76101.18032686178,13779.590235202222,loss_rebate_whales_20pct
104,23245.777902283055,21331.522301564688,4649.155580456611,1480.3997733575366,73366.28034712354,21765.378128925517,loss_rebate_whales_20pct
1,22988.97349401175,5920.209796463286,6597.7946988023505,10000.0,20470.968998746113,12988.973494011747,jackpot_boost_2k
2,22980.95302947183,9296.603858461882,4996.190605894367,2000.0,31159.127563861697,20980.95302947183,jackpot_boost_2k
3,22979.78860725908,12964.667233336128,6595.957721451816,10000.0,44578.29121633283,12979.788607259079,jackpot_boost_2k
4,22968.5052801483,14489.309157758666,4993.70105602966,2000.0,50063.7862826928,20968.5052801483,jackpot_boost_2k
5,22968.965545180938,17268.939218608954,6593.793109036188,10000.0,59170.019500228605,12968.96554518094,jackpot_boost_2k
6,22965.687361260894,17974.631265428794,4993.137472252179,2000.0,61167.938123808526,20965.687361260894,jackpot_boost_2k
7,22984.00227608843,19598.152554708304,6596.800455217686,10000.0,67956.98738997098,12984.00227608843,jackpot_boost_2k
8,22992.16022980413,21372.9716472005,6598.432045960826,10000.0,72977.74392661378,12992.160229804129,jackpot_boost_2k
9,22995.11354335631,21281.133392692387,4999.022708671262,2000.0,71692.70136860643,20995.11354335631,jackpot_boost_2k
10,22984.308515185472,22152.734075525346,6596.861703037094,10000.0,75927.41410522947,12984.30851518547,jackpot_boost_2k
11,22989.350277743986,21867.92631803213,4997.8700555487985,2000.0,74050.96800939253,20989.350277743986,jackpot_boost_2k
12,22978.459247633928,22936.262231925106,6595.6918495267855,10000.0,77497.47317557456,12978.459247633924,jackpot_boost_2k
13,22997.901369324707,21925.88964934423,4999.580273864942,2000.0,75569.90462169009,20997.901369324707,jackpot_boost_2k
14,22984.26942118515,23513.088335323268,6596.85388423703,10000.0,78444.23182331494,12984.269421185147,jackpot_boost_2k
15,22979.581172539572,23863.623410555185,6595.916234507915,10000.0,80964.27335079141,12979.581172539572,jackpot_boost_2k
16,22969.34857075067,23094.68937206995,4993.869714150133,2000.0,77845.062835322,20969.34857075067,jackpot_boost_2k
17,22994.279052050853,23492.894294402286,6598.855810410172,10000.0,80747.5917825604,12994.279052050857,jackpot_boost_2k
18,22989.042638426505,22716.139187994173,4997.808527685302,2000.0,78022.68670530742,20989.042638426505,jackpot_boost_2k
19,22964.235184254154,23433.893919001333,6592.8470368508315,10000.0,80960.18093370942,12964.235184254156,jackpot_boost_2k
20,22978.14719973679,23023.605316922618,4995.629439947358,2000.0,77919.09337657623,20978.14719973679,jackpot_boost_2k
21,22977.893671995054,24110.68423019277,6595.578734399011,10000.0,80190.7240839795,12977.893671995054,jackpot_boost_2k
22,22987.129685600754,24101.387177044147,6597.425937120151,10000.0,82479.04065541596,12987.129685600752,jackpot_boost_2k
23,22971.004982915823,23074.6404827469,4994.200996583165,2000.0,79381.2041590017,20971.004982915823,jackpot_boost_2k
24,22976.925638618228,24426.94107126249,6595.385127723645,10000.0,81335.80359863379,12976.925638618228,jackpot_boost_2k
25,22970.553622531443,23223.754575258015,4994.1107245062885,2000.0,78088.49192140093,20970.553622531443,jackpot_boost_2k
26,23002.537493188538,23306.228592777967,6600.507498637708,10000.0,81184.2933231738,13002.53749318854,jackpot_boost_2k
27,22971.750426571485,23178.792152557624,4994.350085314297,2000.0,77982.90151187337,20971.750426571485,jackpot_boost_2k
28,22973.957479112247,23931.997123020225,6594.791495822449,10000.0,80430.07037214295,12973.957479112245,jackpot_boost_2k
29,22980.356315004807,24275.80118893242,6596.071263000961,10000.0,82538.55423521437,12980.356315004807,jackpot_boost_2k
30,22996.352553286157,23071.536088850695,4999.270510657232,2000.0,79464.10018899258,20996.352553286157,jackpot_boost_2k
31,22975.14905149765,24111.10867170295,6595.029810299529,10000.0,81733.11075848776,12975.149051497647,jackpot_boost_2k
32,22992.099848138972,22911.87356813689,4998.419969627795,2000.0,78814.91706886205,20992.099848138972,jackpot_boost_2k
33,22976.555114692503,23817.307259220754,6595.311022938501,10000.0,81378.85390139531,12976.555114692503,jackpot_boost_2k
34,22994.92507037745,23045.45801792585,4998.98501407549,2000.0,78329.33593977141,20994.92507037745,jackpot_boost_2k
35,22998.542723396018,23240.42849145506,6599.708544679204,10000.0,81487.74162703316,12998.542723396016,jackpot_boost_2k
36,22999.424050981455,24097.084335086736,6599.884810196291,10000.0,83790.1965327316,12999.424050981455,jackpot_boost_2k
37,22996.709411943648,23124.29438501538,4999.3418823887305,2000.0,80663.26967727112,20996.709411943648,jackpot_boost_2k
38,23002.195381323552,24339.210050257407,6600.439076264711,10000.0,82725.81593207257,13002.195381323554,jackpot_boost_2k
39,22991.483156730414,23471.733599763713,4998.296631346083,2000.0,79247.26885769318,20991.483156730414,jackpot_boost_2k
40,22962.939041556107,23771.149895547744,6592.587808311221,10000.0,81846.47019539033,12962.939041556107,jackpot_boost_2k
41,22985.363952498396,23015.24037956283,4997.072790499678,2000.0,78819.5209778262,20985.363952498396,jackpot_boost_2k
42,22981.456097526992,24087.468775542173,6596.2912195054,10000.0,81117.21708030562,12981.456097526996,jackpot_boost_2k
43,22983.51755331293,24137.398008739074,6596.703510662586,10000.0,83366.6331142169,12983.517553312931,jackpot_boost_2k
44,22984.848609029137,23235.702941887288,4996.969721805827,2000.0,80118.80905955292,20984.848609029137,jackpot_boost_2k
45,22989.86835309484,24009.183818558413,6597.973670618968,10000.0,82501.51992347038,12989.868353094836,jackpot_boost_2k
46,22985.070037339687,23630.06671136461,4997.0140074679375,2000.0,78859.50924197752,20985.070037339687,jackpot_boost_2k
47,22986.243311857317,23807.794616777614,6597.248662371464,10000.0,81440.70927468575,12986.243311857317,jackpot_boost_2k
48,23008.40378119154,22952.223888660938,5001.680756238307,2000.0,78495.20841097806,21008.40378119154,jackpot_boost_2k
49,23002.683732339625,23446.18618220421,6600.536746467926,10000.0,81451.16921464553,13002.683732339625,jackpot_boost_2k
50,22986.286979871235,24645.044966145153,6597.257395974248,10000.0,83195.15383239737,12986.286979871236,jackpot_boost_2k
51,22976.45107151783,23210.47986013257,4995.290214303566,2000.0,79965.83482947906,20976.45107151783,jackpot_boost_2k
52,22976.558885478393,24741.454945784477,6595.311777095678,10000.0,81605.6269920773,12976.558885478393,jackpot_boost_2k
53,23000.24259849573,23125.09298464304,5000.048519699146,2000.0,78480.72808623084,21000.24259849573,jackpot_boost_2k
54,22987.991112621105,24281.48900847084,6597.5982225242215,10000.0,80589.63196785688,12987.991112621105,jackpot_boost_2k
55,22974.14113560571,22658.487124115043,4994.828227121143,2000.0,77910.45775222642,20974.14113560571,jackpot_boost_2k
56,22998.51136872743,24154.15108760259,6599.702273745486,10000.0,80155.11575960576,12998.511368727432,jackpot_boost_2k
57,22980.59689360303,24390.304579233034,6596.119378720607,10000.0,82149.28869525516,12980.596893603033,jackpot_boost_2k
58,22975.538980450627,23023.07268050783,4995.107796090126,2000.0,79106.64719910783,20975.538980450627,jackpot_boost_2k
59,22976.305002509675,23467.482307605824,6595.261000501935,10000.0,82020.20889350974,12976.305002509676,jackpot_boost_2k
60,22978.971079800544,22720.898207840954,4995.794215960109,2000.0,79282.48754950923,20978.971079800544,jackpot_boost_2k
61,22973.15281526926,23821.072240129462,6594.630563053852,10000.0,81839.93756159516,12973.152815269257,jackpot_boost_2k
62,22980.677900586456,23159.768229249275,4996.135580117291,2000.0,78664.71165281505,20980.677900586456,jackpot_boost_2k
63,22982.532355596522,23715.18567433034,6596.506471119305,10000.0,81335.55186296193,12982.532355596522,jackpot_boost_2k
64,22999.814486702435,24445.672158006964,6599.962897340488,10000.0,83289.73129431691,12999.814486702435,jackpot_boost_2k
